"Domain","Name","GroupScope","DistinguishedName"
"Ynov.Domain","Groupe d?acc?s d?autorisation Windows","DomainLocal","CN=Groupe d?acc?s d?autorisation Windows,CN=Builtin,DC=Ynov,DC=Domain"
"Ynov.Domain","Serveurs de licences des services Terminal Server","DomainLocal","CN=Serveurs de licences des services Terminal Server,CN=Builtin,DC=Ynov,DC=Domain"
"Ynov.Domain","Groupe de r?plication dont le mot de passe RODC est autoris?","DomainLocal","CN=Groupe de r?plication dont le mot de passe RODC est autoris?,CN=Users,DC=Ynov,DC=Domain"
"Ynov.Domain","Groupe de r?plication dont le mot de passe RODC est refus?","DomainLocal","CN=Groupe de r?plication dont le mot de passe RODC est refus?,CN=Users,DC=Ynov,DC=Domain"
"Ynov.Domain","Contr?leurs de domaine en lecture seule","Global","CN=Contr?leurs de domaine en lecture seule,CN=Users,DC=Ynov,DC=Domain"
"Ynov.Domain","Contr?leurs de domaine d?entreprise en lecture seule","Universal","CN=Contr?leurs de domaine d?entreprise en lecture seule,CN=Users,DC=Ynov,DC=Domain"
"Ynov.Domain","Contr?leurs de domaine clonables","Global","CN=Contr?leurs de domaine clonables,CN=Users,DC=Ynov,DC=Domain"
"Ynov.Domain","Protected Users","Global","CN=Protected Users,CN=Users,DC=Ynov,DC=Domain"
"Ynov.Domain","Administrateurs cl?s","Global","CN=Administrateurs cl?s,CN=Users,DC=Ynov,DC=Domain"
"Ynov.Domain","Administrateurs cl?s Enterprise","Universal","CN=Administrateurs cl?s Enterprise,CN=Users,DC=Ynov,DC=Domain"
"Ynov.Domain","DnsAdmins","DomainLocal","CN=DnsAdmins,CN=Users,DC=Ynov,DC=Domain"
"Ynov.Domain","DnsUpdateProxy","Global","CN=DnsUpdateProxy,CN=Users,DC=Ynov,DC=Domain"
