"Domain","Name","DistinguishedName"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Rouen,OU=Nord,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Aix-en-Provence,OU=Sud,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Montpellier,OU=Sud,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Nice-Sophia,OU=Sud,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Toulouse,OU=Sud,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Lyon,OU=Est,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Strasbourg,OU=Est,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Bordeaux,OU=Ouest,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Nantes,OU=Ouest,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Rennes,OU=Ouest,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Paris-Est,OU=Paris,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Paris-Ouest,OU=Paris,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Lille,OU=Nord,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Rouen,OU=Nord,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Aix-en-Provence,OU=Sud,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Montpellier,OU=Sud,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Nice-Sophia,OU=Sud,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Toulouse,OU=Sud,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Lyon,OU=Est,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Strasbourg,OU=Est,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Bordeaux,OU=Ouest,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Nantes,OU=Ouest,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Rennes,OU=Ouest,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Paris-Est,OU=Paris,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Paris-Ouest,OU=Paris,OU=france,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Casablanca","OU=Casablanca,OU=internantional,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Ordinateurs","OU=Ordinateurs,OU=Casablanca,OU=internantional,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","Utilisateurs","OU=Utilisateurs,OU=Casablanca,OU=internantional,OU=ynovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_YnovGroup","OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_France","OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_International","OU=ps_International,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Nord","OU=ps_Nord,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Lille","OU=ps_Lille,OU=ps_Nord,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Lille,OU=ps_Nord,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Lille,OU=ps_Nord,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Rouen","OU=ps_Rouen,OU=ps_Nord,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Rouen,OU=ps_Nord,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Rouen,OU=ps_Nord,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Sud","OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Aix-en-Provence","OU=ps_Aix-en-Provence,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Aix-en-Provence,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Aix-en-Provence,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Montpellier","OU=ps_Montpellier,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Montpellier,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Montpellier,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Nice-Sophia","OU=ps_Nice-Sophia,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Nice-Sophia,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Nice-Sophia,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Toulouse","OU=ps_Toulouse,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Toulouse,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Toulouse,OU=ps_Sud,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Est","OU=ps_Est,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Lyon","OU=ps_Lyon,OU=ps_Est,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Lyon,OU=ps_Est,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Lyon,OU=ps_Est,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Strasbourg","OU=ps_Strasbourg,OU=ps_Est,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Strasbourg,OU=ps_Est,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Strasbourg,OU=ps_Est,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ouest","OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Bordeaux","OU=ps_Bordeaux,OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Bordeaux,OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Bordeaux,OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Nantes","OU=ps_Nantes,OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Nantes,OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Nantes,OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Rennes","OU=ps_Rennes,OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Rennes,OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Rennes,OU=ps_Ouest,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Paris","OU=ps_Paris,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Paris-Est","OU=ps_Paris-Est,OU=ps_Paris,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Paris-Est,OU=ps_Paris,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Paris-Est,OU=ps_Paris,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Paris-Ouest","OU=ps_Paris-Ouest,OU=ps_Paris,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Paris-Ouest,OU=ps_Paris,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Paris-Ouest,OU=ps_Paris,OU=ps_France,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Casablanca","OU=ps_Casablanca,OU=ps_International,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Utilisateurs","OU=ps_Utilisateurs,OU=ps_Casablanca,OU=ps_International,OU=ps_YnovGroup,DC=YnovNL,DC=com"
"YnovNL.com","ps_Ordinateurs","OU=ps_Ordinateurs,OU=ps_Casablanca,OU=ps_International,OU=ps_YnovGroup,DC=YnovNL,DC=com"
