"Domain","Name","GroupScope","DistinguishedName"
"corp.YnovDomain.com","Ordinateurs du domaine","Global","CN=Ordinateurs du domaine,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Contr?leurs de domaine","Global","CN=Contr?leurs de domaine,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Administrateurs du sch?ma","Universal","CN=Administrateurs du sch?ma,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Administrateurs de l?entreprise","Universal","CN=Administrateurs de l?entreprise,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","?diteurs de certificats","DomainLocal","CN=?diteurs de certificats,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Admins du domaine","Global","CN=Admins du domaine,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Utilisateurs du domaine","Global","CN=Utilisateurs du domaine,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Invit?s du domaine","Global","CN=Invit?s du domaine,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Propri?taires cr?ateurs de la strat?gie de groupe","Global","CN=Propri?taires cr?ateurs de la strat?gie de groupe,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Serveurs RAS et IAS","DomainLocal","CN=Serveurs RAS et IAS,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Op?rateurs de serveur","DomainLocal","CN=Op?rateurs de serveur,CN=Builtin,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Op?rateurs de compte","DomainLocal","CN=Op?rateurs de compte,CN=Builtin,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Acc?s compatible pr?-Windows 2000","DomainLocal","CN=Acc?s compatible pr?-Windows 2000,CN=Builtin,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","G?n?rateurs d?approbations de for?t entrante","DomainLocal","CN=G?n?rateurs d?approbations de for?t entrante,CN=Builtin,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Groupe d?acc?s d?autorisation Windows","DomainLocal","CN=Groupe d?acc?s d?autorisation Windows,CN=Builtin,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Serveurs de licences des services Terminal Server","DomainLocal","CN=Serveurs de licences des services Terminal Server,CN=Builtin,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Groupe de r?plication dont le mot de passe RODC est autoris?","DomainLocal","CN=Groupe de r?plication dont le mot de passe RODC est autoris?,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Groupe de r?plication dont le mot de passe RODC est refus?","DomainLocal","CN=Groupe de r?plication dont le mot de passe RODC est refus?,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Contr?leurs de domaine en lecture seule","Global","CN=Contr?leurs de domaine en lecture seule,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Contr?leurs de domaine d?entreprise en lecture seule","Universal","CN=Contr?leurs de domaine d?entreprise en lecture seule,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Contr?leurs de domaine clonables","Global","CN=Contr?leurs de domaine clonables,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Protected Users","Global","CN=Protected Users,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Administrateurs cl?s","Global","CN=Administrateurs cl?s,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Administrateurs cl?s Enterprise","Universal","CN=Administrateurs cl?s Enterprise,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","DnsAdmins","DomainLocal","CN=DnsAdmins,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","DnsUpdateProxy","Global","CN=DnsUpdateProxy,CN=Users,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Direction","Global","CN=Direction,OU=Utilisateurs,OU=Paris-Ouest,OU=Paris,OU=France,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Comptabilit?","Global","CN=Comptabilit?,OU=Utilisateurs,OU=Lyon,OU=Est,OU=France,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Commercial","Global","CN=Commercial,OU=Utilisateurs,OU=Toulouse,OU=Sud,OU=France,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Technique","Global","CN=Technique,OU=Utilisateurs,OU=Nantes,OU=Ouest,OU=France,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Communication","Global","CN=Communication,OU=Utilisateurs,OU=Aix-en-Provence,OU=Sud,OU=France,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Service social","Global","CN=Service social,OU=Utilisateurs,OU=Lille,OU=Nord,OU=France,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Service enseignant","Global","CN=Service enseignant,OU=Utilisateurs,OU=Casablanca,OU=International,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Service salle","Global","CN=Service salle,OU=Utilisateurs,OU=Nice-Sophia,OU=Sud,OU=France,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","R?fectoire","Global","CN=R?fectoire,OU=Utilisateurs,OU=Paris-Ouest,OU=Paris,OU=France,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","Service sport","Global","CN=Service sport,OU=Utilisateurs,OU=Montpellier,OU=Sud,OU=France,OU=ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_Direction","Global","CN=ps_Direction,OU=ps_Utilisateurs,OU=ps_Paris_Ouest,OU=ps_Paris,OU=ps_France,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_Comptabilite","Global","CN=ps_Comptabilite,OU=ps_Utilisateurs,OU=ps_Lyon,OU=ps_Est,OU=ps_France,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_Commercial","Global","CN=ps_Commercial,OU=ps_Utilisateurs,OU=ps_Toulouse,OU=ps_Sud,OU=ps_France,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_Technique","Global","CN=ps_Technique,OU=ps_Utilisateurs,OU=ps_Nantes,OU=ps_Ouest,OU=ps_France,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_Communication","Global","CN=ps_Communication,OU=ps_Utilisateurs,OU=ps_Aix-en-Provence,OU=ps_Sud,OU=ps_France,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_ServiceSociale","Global","CN=ps_ServiceSociale,OU=ps_Utilisateurs,OU=ps_Lille,OU=ps_Nord,OU=ps_France,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_ServiceEnseignant","Global","CN=ps_ServiceEnseignant,OU=ps_Utilisateurs,OU=ps_Casablanca,OU=ps_International,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_ServiceSalle","Global","CN=ps_ServiceSalle,OU=ps_Utilisateurs,OU=ps_Nice-Sophia,OU=ps_Sud,OU=ps_France,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_Refectoire","Global","CN=ps_Refectoire,OU=ps_Utilisateurs,OU=ps_Paris_Ouest,OU=ps_Paris,OU=ps_France,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
"corp.YnovDomain.com","ps_ServiceSport","Global","CN=ps_ServiceSport,OU=ps_Utilisateurs,OU=ps_Montpellier,OU=ps_Sud,OU=ps_France,OU=ps_ynovGroup,DC=corp,DC=YnovDomain,DC=com"
