"Domain","Name","GroupScope","DistinguishedName"
"ynov.local","Serveurs de licences des services Terminal Server","DomainLocal","CN=Serveurs de licences des services Terminal Server,CN=Builtin,DC=ynov,DC=local"
"ynov.local","Groupe de r?plication dont le mot de passe RODC est autoris?","DomainLocal","CN=Groupe de r?plication dont le mot de passe RODC est autoris?,CN=Users,DC=ynov,DC=local"
"ynov.local","Groupe de r?plication dont le mot de passe RODC est refus?","DomainLocal","CN=Groupe de r?plication dont le mot de passe RODC est refus?,CN=Users,DC=ynov,DC=local"
"ynov.local","Contr?leurs de domaine en lecture seule","Global","CN=Contr?leurs de domaine en lecture seule,CN=Users,DC=ynov,DC=local"
"ynov.local","Contr?leurs de domaine d?entreprise en lecture seule","Universal","CN=Contr?leurs de domaine d?entreprise en lecture seule,CN=Users,DC=ynov,DC=local"
"ynov.local","Contr?leurs de domaine clonables","Global","CN=Contr?leurs de domaine clonables,CN=Users,DC=ynov,DC=local"
"ynov.local","Protected Users","Global","CN=Protected Users,CN=Users,DC=ynov,DC=local"
"ynov.local","Administrateurs cl?s","Global","CN=Administrateurs cl?s,CN=Users,DC=ynov,DC=local"
"ynov.local","Administrateurs cl?s Enterprise","Universal","CN=Administrateurs cl?s Enterprise,CN=Users,DC=ynov,DC=local"
"ynov.local","DnsAdmins","DomainLocal","CN=DnsAdmins,CN=Users,DC=ynov,DC=local"
"ynov.local","DnsUpdateProxy","Global","CN=DnsUpdateProxy,CN=Users,DC=ynov,DC=local"
